Argument ID	Part	Usage	Conclusion	Stance	Premise
A12343	usa	train	We should not do cosmetic surgery.	in favor of	Plastic surgery can cause many problems and can not address the underlying issues of the patient.
A12344	usa	train	We should subsidize stay-at- home dads.	against	If parents can't afford to stay at home, they need to pay for child care.
A12345	usa	train	We should stop whaling.	in favor of	whaling is wiping out species for little.
A12347	usa	train	We should subsidize stay-at- home dads.	in favor of	Men who stay at home have grown more so because women like to work.
A12348	usa	train	We should support journalism.	against	Questions about bias and editorial independence could be raised by subsidizing journalism.
A12349	usa	train	We should stop using safe spaces.	against	Safe spaces are needed so that traditionally marginalized groups can interact without fear.
A12351	usa	train	Intellectual property rights should be abolished.	against	If we abolish the rights, companies will stop developing products and ideas because they will know that they can't make back the cost of r&d and so will run into losses.
A12352	usa	train	The three-strikes laws should be abolished.	in favor of	States already have ways of punishing recidivism more harshly, so three strikes laws are not necessary.
A12353	usa	train	We should support space exploration.	against	There are no immediate benefits to space exploration for the general public.
A12354	usa	train	The blockade of the Gaza Strip should be ended.	in favor of	Increased terror attacks are being carried out by individuals enraged by the situation in Palestine.
A12355	usa	train	We should support the encyclopedia.	in favor of	We should subsidize the website because it helps people learn.
A12356	usa	train	We should not tolerate any kind of behavior in schools.	in favor of	Kids need to know that they can't act in school at any given time.
A12357	usa	train	We should have a multi-party system.	against	A multiparty system would waste time and it would blur the citizenship of the country.
A12358	usa	train	Capital punishment should be abolished.	against	We should fix capital punishment if it is unfairly applied.
A12359	usa	train	Celibacy should be abandoned.	against	celibacy is needed to connect people on a mental plane.
A12360	usa	train	We should not do cosmetic surgery.	against	We should not ban surgery because it could help a person.
A12363	usa	train	Holocaust denial should be a crime.	against	People have a right to say what they want.
A12364	usa	train	We should allow the use of cannabis.	in favor of	The availability of cannabis will make the development of drugs quicker.
A12365	usa	train	We should support journalism.	against	When things like healthcare and education are short of funding, we should not subsidize journalism.
A12366	usa	train	Public defenders should be compulsory.	in favor of	If everyone has to use public defenders the rich and poor will be on a more even playing field, since people can pay their way out of jail by hiring a fancy lawyer.
A12367	usa	train	It should be banned.	in favor of	The emotional damage that surrogates do on the birth mother is huge, and often only happens because of financial hardship.
A12368	usa	train	libertarianism should be adopted by us.	against	libertarianism should not be adopted because people's lives are better when they know they have a social safety net and that they won't starve if they lose their job.
